epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,3905.69,1.57898,0.78516,1.03582,0.91673,0.89358,0.94027,0.51043,1.53549,0.7368,0.99143,0.0004093,0.0004093,0.0004093
181,3924.62,1.56577,0.77387,1.02608,0.91102,0.89541,0.93896,0.50469,1.54351,0.73609,0.99549,0.000406,0.000406,0.000406
182,3943.61,1.47914,0.76847,1.01563,0.91102,0.89541,0.93896,0.50469,1.54351,0.73609,0.99549,0.0004027,0.0004027,0.0004027
183,3966.38,1.56809,0.77986,1.04586,0.89948,0.90303,0.93673,0.50117,1.55522,0.73502,0.99963,0.0003994,0.0003994,0.0003994
184,3983.46,1.66977,0.80279,1.04436,0.89948,0.90303,0.93673,0.50117,1.55522,0.73502,0.99963,0.0003961,0.0003961,0.0003961
185,3995.89,1.54601,0.79739,1.04021,0.89678,0.90868,0.94342,0.49953,1.57287,0.73369,1.00202,0.0003928,0.0003928,0.0003928
186,4016.94,1.57857,0.77576,1.0465,0.89678,0.90868,0.94342,0.49953,1.57287,0.73369,1.00202,0.0003895,0.0003895,0.0003895
187,4043.44,1.64246,0.78887,1.0459,0.89574,0.9143,0.93842,0.49503,1.59241,0.73309,1.0036,0.0003862,0.0003862,0.0003862
188,4055.44,1.56824,0.77733,1.04408,0.89574,0.9143,0.93842,0.49503,1.59241,0.73309,1.0036,0.0003829,0.0003829,0.0003829
189,4069.35,1.4995,0.76082,1.0551,0.90399,0.91562,0.93918,0.48818,1.61034,0.73474,1.00449,0.0003796,0.0003796,0.0003796
190,4083.04,1.61434,0.80656,1.0408,0.90399,0.91562,0.93918,0.48818,1.61034,0.73474,1.00449,0.0003763,0.0003763,0.0003763
191,4093.46,1.51512,0.88303,1.07726,0.91244,0.91776,0.9493,0.48803,1.62151,0.73439,1.00361,0.000373,0.000373,0.000373
192,4106.68,1.54088,0.82833,1.0552,0.91244,0.91776,0.9493,0.48803,1.62151,0.73439,1.00361,0.0003697,0.0003697,0.0003697
193,4119.87,1.62055,0.81977,1.03734,0.90935,0.9156,0.94042,0.48556,1.63229,0.735,1.00471,0.0003664,0.0003664,0.0003664
194,4142.93,1.56072,0.7599,1.03846,0.90935,0.9156,0.94042,0.48556,1.63229,0.735,1.00471,0.0003631,0.0003631,0.0003631
195,4160.5,1.6413,0.83015,1.03758,0.91093,0.9211,0.95496,0.49158,1.62026,0.73646,1.00184,0.0003598,0.0003598,0.0003598
196,4172.13,1.59193,0.77556,1.03377,0.91093,0.9211,0.95496,0.49158,1.62026,0.73646,1.00184,0.0003565,0.0003565,0.0003565
197,4185.27,1.56066,0.76836,1.05758,0.90947,0.92166,0.95538,0.50459,1.58394,0.73388,0.99529,0.0003532,0.0003532,0.0003532
198,4202.23,1.61203,0.79253,1.05443,0.90947,0.92166,0.95538,0.50459,1.58394,0.73388,0.99529,0.0003499,0.0003499,0.0003499
199,4221.56,1.63445,0.78722,1.04359,0.89966,0.92128,0.95484,0.51494,1.54894,0.72997,0.98963,0.0003466,0.0003466,0.0003466
200,4236.68,1.59705,0.8043,1.03303,0.89966,0.92128,0.95484,0.51494,1.54894,0.72997,0.98963,0.0003433,0.0003433,0.0003433
201,4262.84,1.56846,0.79016,1.02347,0.89592,0.91612,0.95514,0.52096,1.51917,0.7304,0.98334,0.00034,0.00034,0.00034
202,4287.2,1.58205,0.78996,1.02088,0.89592,0.91612,0.95514,0.52096,1.51917,0.7304,0.98334,0.0003367,0.0003367,0.0003367
203,4307.05,1.55365,0.77867,1.03649,0.89806,0.92137,0.95536,0.52089,1.5062,0.72429,0.98025,0.0003334,0.0003334,0.0003334
204,4321.64,1.63381,0.79067,1.06895,0.89806,0.92137,0.95536,0.52089,1.5062,0.72429,0.98025,0.0003301,0.0003301,0.0003301
205,4338.82,1.58126,0.77267,1.01672,0.90809,0.91927,0.95511,0.51889,1.51892,0.72697,0.98219,0.0003268,0.0003268,0.0003268
206,4354.81,1.48645,0.7539,1.02162,0.90809,0.91927,0.95511,0.51889,1.51892,0.72697,0.98219,0.0003235,0.0003235,0.0003235
207,4383.14,1.4951,0.74941,1.00288,0.91422,0.91911,0.95573,0.51941,1.53293,0.72684,0.98419,0.0003202,0.0003202,0.0003202
208,4406.74,1.63892,0.82583,1.07764,0.91422,0.91911,0.95573,0.51941,1.53293,0.72684,0.98419,0.0003169,0.0003169,0.0003169
209,4425.38,1.49934,0.75539,1.02516,0.91289,0.9211,0.95608,0.51473,1.55398,0.72719,0.98809,0.0003136,0.0003136,0.0003136
210,4440.5,1.50958,0.7584,1.02181,0.91289,0.9211,0.95608,0.51473,1.55398,0.72719,0.98809,0.0003103,0.0003103,0.0003103
211,4459.12,1.58561,0.78401,1.02485,0.91211,0.9211,0.95674,0.51158,1.57212,0.72835,0.99172,0.000307,0.000307,0.000307
212,4478.93,1.59163,0.80533,1.03162,0.91211,0.9211,0.95674,0.51158,1.57212,0.72835,0.99172,0.0003037,0.0003037,0.0003037
213,4496.92,1.47234,0.75372,1.02442,0.9086,0.91202,0.95209,0.50583,1.58551,0.72328,0.99469,0.0003004,0.0003004,0.0003004
214,4513.46,1.61476,0.85397,1.06553,0.9086,0.91202,0.95209,0.50583,1.58551,0.72328,0.99469,0.0002971,0.0002971,0.0002971
215,4529.44,1.49977,0.77782,1.01254,0.90708,0.91009,0.94495,0.50416,1.6041,0.72221,0.99883,0.0002938,0.0002938,0.0002938
216,4547.5,1.57674,0.77492,1.05321,0.90708,0.91009,0.94495,0.50416,1.6041,0.72221,0.99883,0.0002905,0.0002905,0.0002905
217,4567.99,1.59231,0.79235,1.06894,0.90382,0.91384,0.94595,0.5005,1.62273,0.721,1.00481,0.0002872,0.0002872,0.0002872
218,4582.04,1.5384,0.74559,1.00436,0.90382,0.91384,0.94595,0.5005,1.62273,0.721,1.00481,0.0002839,0.0002839,0.0002839
219,4603.39,1.63041,0.81512,1.07801,0.90357,0.9112,0.94615,0.4981,1.62318,0.7213,1.00733,0.0002806,0.0002806,0.0002806
220,4618.17,1.51702,0.72257,1.02192,0.90357,0.9112,0.94615,0.4981,1.62318,0.7213,1.00733,0.0002773,0.0002773,0.0002773
221,4632.04,1.45483,0.71611,1.02783,0.91154,0.9156,0.94827,0.5003,1.61618,0.72098,1.00833,0.000274,0.000274,0.000274
222,4648.06,1.59334,0.78079,1.06126,0.91154,0.9156,0.94827,0.5003,1.61618,0.72098,1.00833,0.0002707,0.0002707,0.0002707
223,4672.2,1.5676,0.76333,1.04175,0.91207,0.91355,0.94701,0.50772,1.58841,0.71925,1.00452,0.0002674,0.0002674,0.0002674
224,4693.77,1.59533,0.77104,1.04031,0.91207,0.91355,0.94701,0.50772,1.58841,0.71925,1.00452,0.0002641,0.0002641,0.0002641
225,4712.35,1.52689,0.76152,1.01307,0.91001,0.90923,0.94599,0.51698,1.55918,0.71413,0.99873,0.0002608,0.0002608,0.0002608
226,4731.3,1.59067,0.81768,1.08633,0.91001,0.90923,0.94599,0.51698,1.55918,0.71413,0.99873,0.0002575,0.0002575,0.0002575
227,4749.38,1.46376,0.7434,1.04554,0.90877,0.90642,0.94502,0.51859,1.5365,0.70897,0.9949,0.0002542,0.0002542,0.0002542
228,4766.45,1.58481,0.76864,1.06919,0.90877,0.90642,0.94502,0.51859,1.5365,0.70897,0.9949,0.0002509,0.0002509,0.0002509
229,4784.75,1.55515,0.76051,1.03583,0.90361,0.90642,0.94345,0.52013,1.53181,0.70755,0.99397,0.0002476,0.0002476,0.0002476
230,4801.65,1.4379,0.76786,1.06243,0.90361,0.90642,0.94345,0.52013,1.53181,0.70755,0.99397,0.0002443,0.0002443,0.0002443
231,4826,1.59769,0.75344,1.03473,0.90227,0.90642,0.94284,0.51871,1.53329,0.70829,0.99492,0.000241,0.000241,0.000241
232,4834.5,1.50383,0.74992,1.05733,0.90227,0.90642,0.94284,0.51871,1.53329,0.70829,0.99492,0.0002377,0.0002377,0.0002377
233,4854.44,1.63297,0.77471,1.05454,0.90575,0.90459,0.94553,0.51735,1.53562,0.70931,0.99646,0.0002344,0.0002344,0.0002344
234,4873.57,1.46467,0.74624,1.01368,0.90575,0.90459,0.94553,0.51735,1.53562,0.70931,0.99646,0.0002311,0.0002311,0.0002311
235,4888.68,1.56972,0.7489,1.0472,0.89587,0.90642,0.94543,0.51496,1.54035,0.71196,0.99675,0.0002278,0.0002278,0.0002278
236,4916.15,1.62769,0.78464,1.03688,0.89587,0.90642,0.94543,0.51496,1.54035,0.71196,0.99675,0.0002245,0.0002245,0.0002245
237,4936.19,1.57076,0.79092,1.05878,0.89486,0.9058,0.94607,0.51144,1.54873,0.71466,0.99611,0.0002212,0.0002212,0.0002212
238,4954.51,1.55752,0.78896,1.04241,0.89486,0.9058,0.94607,0.51144,1.54873,0.71466,0.99611,0.0002179,0.0002179,0.0002179
239,4977.37,1.57101,0.77228,1.04686,0.88119,0.91743,0.94187,0.50897,1.559,0.71924,0.99602,0.0002146,0.0002146,0.0002146
240,4990.1,1.55472,0.74657,1.02618,0.88119,0.91743,0.94187,0.50897,1.559,0.71924,0.99602,0.0002113,0.0002113,0.0002113
241,5005.61,1.50197,0.74118,1.00608,0.88253,0.92358,0.95387,0.5073,1.56441,0.72004,0.99597,0.000208,0.000208,0.000208
242,5019.26,1.47969,0.74027,1.02913,0.88253,0.92358,0.95387,0.5073,1.56441,0.72004,0.99597,0.0002047,0.0002047,0.0002047
243,5032.95,1.49257,0.74178,1.01736,0.88231,0.91927,0.94365,0.50509,1.58608,0.72263,1.00082,0.0002014,0.0002014,0.0002014
244,5051.66,1.51963,0.75536,1.03711,0.88231,0.91927,0.94365,0.50509,1.58608,0.72263,1.00082,0.0001981,0.0001981,0.0001981
245,5065.99,1.57426,0.7616,1.03342,0.87786,0.92477,0.94275,0.50024,1.6056,0.72597,1.00532,0.0001948,0.0001948,0.0001948
246,5080.91,1.44056,0.73436,1.00922,0.87786,0.92477,0.94275,0.50024,1.6056,0.72597,1.00532,0.0001915,0.0001915,0.0001915
247,5094.72,1.41499,0.73636,1.00808,0.88218,0.92049,0.94239,0.49471,1.62272,0.72608,1.00897,0.0001882,0.0001882,0.0001882
248,5107.49,1.5151,0.77561,1.02337,0.88218,0.92049,0.94239,0.49471,1.62272,0.72608,1.00897,0.0001849,0.0001849,0.0001849
249,5120.01,1.57622,0.77826,1.03573,0.8876,0.9211,0.94352,0.49512,1.63094,0.72825,1.01158,0.0001816,0.0001816,0.0001816
250,5136.21,1.58594,0.76314,1.01939,0.8876,0.9211,0.94352,0.49512,1.63094,0.72825,1.01158,0.0001783,0.0001783,0.0001783
251,5150.47,1.52338,0.75194,1.01283,0.89494,0.92221,0.94134,0.49371,1.63262,0.72949,1.0117,0.000175,0.000175,0.000175
